,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19065900.0,19065900.0,,1,,,2022-06-13T00:54:00.000Z,26425.41745403278,36475498786.16282,32.8562,-1.53560495,-7.26359802,-12.65954989,-10.31029132,-35.84265217,-33.14201383,503824366636.84357,47.0701,554933766534.69,2022-06-13T00:54:00.000Z,,,,,,2022-06-13 00:54:51.921700
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121150292.1865,121150292.1865,,2,,,2022-06-13T00:53:00.000Z,1414.2861956808306,24414797570.156113,15.1063,-2.63245727,-8.01091829,-22.88460638,-30.5355423,-54.67716839,-45.35969535,171341185842.06613,16.0076,171341185842.07,2022-06-13T00:53:00.000Z,,,,,,2022-06-13 00:54:51.921700
2,825,Tether,USDT,tether,34604,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72293981300.94582,79710622658.21005,,3,,,2022-06-13T00:53:00.000Z,0.9990127813102818,62111285857.07762,26.8592,0.00340734,-0.00504676,-0.02205512,0.0761438,-0.12333341,-0.11550817,72222611331.45139,6.7474,79631930841.75,2022-06-13T00:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-13 00:54:51.921700
3,3408,USD Coin,USDC,usd-coin,4387,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53999115742.27371,53999115742.27371,,4,,,2022-06-13T00:53:00.000Z,1.0001811924887163,6266108099.636771,30.7302,-0.01131716,-0.02997072,-0.01985263,-0.04512557,0.0167616,0.03978458,54008899976.443535,5.0458,54008899976.44,2022-06-13T00:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-13 00:54:51.921700
4,1839,BNB,BNB,bnb,947,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-13T00:53:00.000Z,248.1557409116738,1449881317.2347097,19.8488,-3.39714287,-8.54711781,-18.11545339,-15.92909172,-41.47123816,-33.47067023,40518118613.124214,3.7854,40974671914.74,2022-06-13T00:53:00.000Z,,,,,,2022-06-13 00:54:51.921700
5,4687,Binance USD,BUSD,binance-usd,3834,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17742539878.399254,17742539878.399254,,6,,,2022-06-13T00:53:00.000Z,1.0012506460588355,5950194292.352781,36.7938,0.03153911,0.23504638,-0.04118681,-0.15435527,0.07660204,0.2303117,17764729515.971905,1.6597,17764729515.97,2022-06-13T00:53:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-13 00:54:51.921700
6,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,7,,,2022-06-13T00:54:00.000Z,0.3432424970669085,1426207258.3011603,26.5594,-0.92448634,-4.96252848,-13.96609166,-19.73490085,-52.80949309,-55.65768186,16593406770.816534,1.5502,34324249706.69,2022-06-13T00:54:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-13 00:54:51.921700
7,2010,Cardano,ADA,cardano,455,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34512850428.993,,8,,,2022-06-13T00:53:00.000Z,0.4764745395534667,1536302062.8851056,22.9902,-4.83986206,-14.23767874,-18.24242957,-11.15670395,-51.0368495,-40.66668503,16168710089.239975,1.5106,21441354279.91,2022-06-13T00:53:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-13 00:54:51.921700
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342076742.75022835,511616946.142289,,9,,,2022-06-13T00:53:00.000Z,30.17533062346516,1497198714.0554097,36.8213,-2.63296605,-11.18172964,-23.71404147,-40.31950321,-71.28870857,-62.88962057,10322278811.08618,0.9644,15438210502.41,2022-06-13T00:53:00.000Z,,,,,,2022-06-13 00:54:51.921700
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-13T00:54:00.000Z,0.06279046014251818,782496335.2943457,54.3083,-2.85431984,-10.60784064,-23.40769357,-30.23268581,-55.31484308,-44.75779449,8330458337.849924,0.7807,8330458337.85,2022-06-13T00:54:00.000Z,,,,,,2022-06-13 00:54:51.921700
10,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,450,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273451.35490986,273451.35490986,,11,,,2022-06-13T00:53:00.000Z,26402.15330704767,489585758.22996473,63.5771,-1.55077905,-7.28762137,-12.59368861,-10.35656813,-35.92189408,-33.16834076,7219704594.350026,0.6745,7219704594.35,2022-06-13T00:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-13 00:54:51.921700
11,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,12,904869778.0,6542457017.385897,2022-06-13T00:53:00.000Z,7.230274649957308,565157833.6758009,23.9576,-3.54866128,-10.47806413,-24.1590555,-31.15479557,-60.37346204,-59.17239205,7140469685.756416,0.6671,7977187120.35,2022-06-13T00:53:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-13 00:54:51.921700
12,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7002854386.971564,7002854386.971564,,13,,,2022-06-13T00:53:00.000Z,0.9991800869540665,349949790.2513428,-1.8669,-0.08155545,-0.10175099,-0.14210779,-0.05105111,-0.0877537,-0.08073892,6997112655.300914,0.6537,6997112655.3,2022-06-13T00:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-13 00:54:51.921700
13,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92537860058.77217,92537857382.65309,,14,71659659264.0,5399316838.976034,2022-06-13T00:53:00.000Z,0.0753466719550607,1014031350.1503954,30.7979,-1.76707359,-1.49203041,-7.69377406,0.41398376,22.28857113,25.34392533,6972419785.271621,0.6514,6972419583.63,2022-06-13T00:53:00.000Z,,,,,,2022-06-13 00:54:51.921700
14,3957,UNUS SED LEO,LEO,unus-sed-leo,19,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,,15,,,2022-06-13T00:53:00.000Z,5.290065046955887,7010273.72149373,4.2755,-3.78527908,-3.73892918,4.06463053,4.70528329,-6.83424864,-10.00728023,5046479399.512213,0.4715,5211981062.99,2022-06-13T00:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2022-06-13 00:54:51.921700
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19065900.0,19065900.0,,1,,,2022-06-13T00:55:00.000Z,26485.557392450344,36657070548.92528,33.4644,-1.11974667,-7.04823365,-12.44582318,-10.11136363,-35.70924639,-32.99299929,504970988688.719,47.1772,556196705241.46,2022-06-13T00:55:00.000Z,,,,,,2022-06-13 00:55:54.220395
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121150292.1865,121150292.1865,,2,,,2022-06-13T00:54:00.000Z,1413.8721595675038,24417862562.876575,15.1175,-2.64123961,-8.02839024,-22.88057556,-30.55412021,-54.6890579,-45.37223983,171291025245.96085,16.003,171291025245.96,2022-06-13T00:54:00.000Z,,,,,,2022-06-13 00:55:54.220395
2,825,Tether,USDT,tether,34604,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72293981300.94582,79710622658.21005,,3,,,2022-06-13T00:54:00.000Z,0.9989947851785967,62141011950.90421,26.9152,0.00306427,-0.00589693,-0.02344512,0.07517204,-0.12505645,-0.11727511,72221310319.44386,6.7473,79630496358.89,2022-06-13T00:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-13 00:55:54.220395
3,3408,USD Coin,USDC,usd-coin,4387,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53999115742.27371,53999115742.27371,,4,,,2022-06-13T00:54:00.000Z,1.0002102997236098,6257100146.920946,30.5178,-0.01615028,-0.02748226,-0.01461698,-0.04012703,0.01839568,0.04181578,54010471741.38948,5.046,54010471741.39,2022-06-13T00:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-13 00:55:54.220395
4,1839,BNB,BNB,bnb,947,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-13T00:54:00.000Z,248.24000098412395,1450049651.5234127,19.8831,-3.34860113,-8.49366751,-18.0620819,-15.88693074,-41.45252013,-33.44638589,40531876342.83598,3.7867,40988584664.9,2022-06-13T00:54:00.000Z,,,,,,2022-06-13 00:55:54.220395
5,4687,Binance USD,BUSD,binance-usd,3834,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17742539878.399254,17742539878.399254,,6,,,2022-06-13T00:55:00.000Z,1.0009272681370174,5962281375.8831415,37.2015,0.01147953,0.03285804,0.09335037,-0.01278196,0.01929313,0.15403979,17758991970.298252,1.6591,17758991970.3,2022-06-13T00:55:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-13 00:55:54.220395
6,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,7,,,2022-06-13T00:55:00.000Z,0.343692432078828,1432984610.1158311,27.0346,-0.56310272,-4.89684746,-13.89205761,-19.63742999,-52.76559951,-55.59843047,16615158024.629831,1.5523,34369243207.88,2022-06-13T00:55:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-13 00:55:54.220395
7,2010,Cardano,ADA,cardano,455,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34512850428.993,,8,,,2022-06-13T00:54:00.000Z,0.47646783296484524,1537673356.345178,23.1291,-4.81902959,-14.23347069,-18.24295926,-11.16465322,-51.03991618,-40.6647062,16168482507.537058,1.5105,21441052483.42,2022-06-13T00:54:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-13 00:55:54.220395
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342076742.75022835,511616946.142289,,9,,,2022-06-13T00:54:00.000Z,30.16510600067166,1498507457.4584699,36.9538,-2.65402385,-11.19813433,-23.71002854,-40.35306096,-71.29955508,-62.89933487,10318781205.425129,0.964,15432979412.12,2022-06-13T00:54:00.000Z,,,,,,2022-06-13 00:55:54.220395
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-13T00:55:00.000Z,0.06274930569306952,787309237.1064507,55.0846,-2.87579137,-10.64443522,-23.52571842,-30.26109548,-55.33475076,-44.79500436,8324998345.587229,0.7802,8324998345.59,2022-06-13T00:55:00.000Z,,,,,,2022-06-13 00:55:54.220395
10,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,450,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273451.35490986,273451.35490986,,11,,,2022-06-13T00:54:00.000Z,26410.180809192057,485446906.6229392,62.1543,-1.51397019,-7.26174653,-12.56990935,-10.33571685,-35.90400826,-33.14986348,7221899725.687951,0.6747,7221899725.69,2022-06-13T00:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-13 00:55:54.220395
11,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,12,904869778.0,6569375600.336628,2022-06-13T00:55:00.000Z,7.260023221083451,568727346.4840972,24.66,-2.86795132,-10.08539152,-23.75417889,-30.93099892,-60.22040871,-59.00648398,7169848759.250125,0.6698,8010008822.14,2022-06-13T00:55:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-13 00:55:54.220395
12,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7002854386.971564,7002854386.971564,,13,,,2022-06-13T00:55:00.000Z,0.9997111276734091,353626253.46624935,-0.8828,0.015309,-0.03491675,-0.08798272,0.01004372,-0.04976264,-0.02552711,7000831456.132023,0.6541,7000831456.13,2022-06-13T00:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-13 00:55:54.220395
13,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92537860058.77217,92537857382.65309,,14,71659659264.0,5400333124.72735,2022-06-13T00:54:00.000Z,0.07536085407316946,1014420054.4861287,30.8376,-1.75518165,-1.45776622,-7.67636146,0.45336665,22.2968087,25.36512108,6973732168.132506,0.6515,6973731966.46,2022-06-13T00:54:00.000Z,,,,,,2022-06-13 00:55:54.220395
14,3957,UNUS SED LEO,LEO,unus-sed-leo,19,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,,15,,,2022-06-13T00:54:00.000Z,5.292638301703196,7001672.68599845,4.1439,-3.76945368,-3.72230829,4.11512814,4.68995911,-6.74970273,-10.06087703,5048934166.50595,0.4717,5214516335.22,2022-06-13T00:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2022-06-13 00:55:54.220395
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19065900.0,19065900.0,,1,,,2022-06-13T01:09:00.000Z,26384.672492477664,37298971269.85167,35.9242,-0.78352286,-7.18765992,-13.12821824,-10.28744527,-35.99899979,-33.10348405,503047527274.3299,47.4227,554078122342.03,2022-06-13T01:09:00.000Z,,,,,,2022-06-13 01:09:59.954923
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121150292.1865,121150292.1865,,2,,,2022-06-13T01:08:00.000Z,1400.7632332842163,24892940236.63791,17.4233,-2.45097289,-8.60914688,-23.83601198,-31.0821234,-55.10468472,-45.72102685,169702874996.48926,15.998,169702874996.49,2022-06-13T01:08:00.000Z,,,,,,2022-06-13 01:09:59.954923
2,825,Tether,USDT,tether,34604,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72293981300.94582,79710622658.21005,,3,,,2022-06-13T01:08:00.000Z,0.9988504442465297,63343744987.37564,29.5022,-0.01710043,-0.01488682,-0.04370247,0.04561252,-0.1323005,-0.13447199,72210875338.80003,6.8074,79618990853.32,2022-06-13T01:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-13 01:09:59.954923
3,3408,USD Coin,USDC,usd-coin,4387,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53999115742.27371,53999115742.27371,,4,,,2022-06-13T01:08:00.000Z,1.0001125578354362,6427494047.7250595,33.9529,0.00393587,-0.00193183,-0.06533058,-0.02176139,0.00384505,0.03777345,54005193765.85713,5.0911,54005193765.86,2022-06-13T01:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-13 01:09:59.954923
4,1839,BNB,BNB,bnb,947,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-13T01:08:00.000Z,247.21533788059253,1471499638.292853,21.5336,-3.05886258,-8.47374929,-18.63580498,-15.93545325,-41.76760465,-33.52283032,40364572451.27638,3.8052,40819395613.15,2022-06-13T01:08:00.000Z,,,,,,2022-06-13 01:09:59.954923
5,4687,Binance USD,BUSD,binance-usd,3834,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17742539878.399254,17742539878.399254,,6,,,2022-06-13T01:08:00.000Z,0.9990997290687222,6055341092.515012,38.5816,-0.18862656,0.02269183,-0.13171151,-0.15556336,0.04489007,-0.13127558,17726566785.499695,1.6711,17726566785.5,2022-06-13T01:08:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-13 01:09:59.954923
6,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,7,,,2022-06-13T01:09:00.000Z,0.3422486017456315,1446025872.5039933,28.3433,-0.49995943,-4.95570105,-14.4830013,-20.19295292,-53.09254261,-55.71374882,16545358788.720814,1.5597,34224860174.56,2022-06-13T01:09:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-13 01:09:59.954923
